Timestamp (ms),ch0_1Hz,ch0_2Hz,ch0_3Hz,ch0_4Hz,ch0_5Hz,ch0_6Hz,ch0_7Hz,ch0_8Hz,ch0_9Hz,ch0_10Hz,ch0_11Hz,ch0_12Hz,ch0_13Hz,ch0_14Hz,ch0_15Hz,ch0_16Hz,ch0_17Hz,ch0_18Hz,ch0_19Hz,ch0_20Hz,ch0_21Hz,ch0_22Hz,ch0_23Hz,ch0_24Hz,ch0_25Hz,ch0_26Hz,ch0_27Hz,ch0_28Hz,ch0_29Hz,ch0_30Hz,ch1_1Hz,ch1_2Hz,ch1_3Hz,ch1_4Hz,ch1_5Hz,ch1_6Hz,ch1_7Hz,ch1_8Hz,ch1_9Hz,ch1_10Hz,ch1_11Hz,ch1_12Hz,ch1_13Hz,ch1_14Hz,ch1_15Hz,ch1_16Hz,ch1_17Hz,ch1_18Hz,ch1_19Hz,ch1_20Hz,ch1_21Hz,ch1_22Hz,ch1_23Hz,ch1_24Hz,ch1_25Hz,ch1_26Hz,ch1_27Hz,ch1_28Hz,ch1_29Hz,ch1_30Hz,ch2_1Hz,ch2_2Hz,ch2_3Hz,ch2_4Hz,ch2_5Hz,ch2_6Hz,ch2_7Hz,ch2_8Hz,ch2_9Hz,ch2_10Hz,ch2_11Hz,ch2_12Hz,ch2_13Hz,ch2_14Hz,ch2_15Hz,ch2_16Hz,ch2_17Hz,ch2_18Hz,ch2_19Hz,ch2_20Hz,ch2_21Hz,ch2_22Hz,ch2_23Hz,ch2_24Hz,ch2_25Hz,ch2_26Hz,ch2_27Hz,ch2_28Hz,ch2_29Hz,ch2_30Hz,ch3_1Hz,ch3_2Hz,ch3_3Hz,ch3_4Hz,ch3_5Hz,ch3_6Hz,ch3_7Hz,ch3_8Hz,ch3_9Hz,ch3_10Hz,ch3_11Hz,ch3_12Hz,ch3_13Hz,ch3_14Hz,ch3_15Hz,ch3_16Hz,ch3_17Hz,ch3_18Hz,ch3_19Hz,ch3_20Hz,ch3_21Hz,ch3_22Hz,ch3_23Hz,ch3_24Hz,ch3_25Hz,ch3_26Hz,ch3_27Hz,ch3_28Hz,ch3_29Hz,ch3_30Hz,chAux_1Hz,chAux_2Hz,chAux_3Hz,chAux_4Hz,chAux_5Hz,chAux_6Hz,chAux_7Hz,chAux_8Hz,chAux_9Hz,chAux_10Hz,chAux_11Hz,chAux_12Hz,chAux_13Hz,chAux_14Hz,chAux_15Hz,chAux_16Hz,chAux_17Hz,chAux_18Hz,chAux_19Hz,chAux_20Hz,chAux_21Hz,chAux_22Hz,chAux_23Hz,chAux_24Hz,chAux_25Hz,chAux_26Hz,chAux_27Hz,chAux_28Hz,chAux_29Hz,chAux_30Hz,f_1Hz,f_2Hz,f_3Hz,f_4Hz,f_5Hz,f_6Hz,f_7Hz,f_8Hz,f_9Hz,f_10Hz,f_11Hz,f_12Hz,f_13Hz,f_14Hz,f_15Hz,f_16Hz,f_17Hz,f_18Hz,f_19Hz,f_20Hz,f_21Hz,f_22Hz,f_23Hz,f_24Hz,f_25Hz,f_26Hz,f_27Hz,f_28Hz,f_29Hz,f_30Hz,info
1579443629817,0.7287768340391134,2.3990904784678135,4.026021543492562,2.8782549531600634,1.7064655559296869,4.055817439780182,3.1698137674017,2.0269347670730244,0.8655491445593211,2.076556811042984,1.6211894927279786,2.335842398121362,1.130966547674159,1.2252161577713556,1.7066819788663625,3.195672292288883,1.2172535509183837,2.0574672836144035,0.08849233486779774,1.825591220363315,0.4096935459755556,0.5615753504703668,0.3739673673548001,0.5087444269701981,0.1711056785323568,0.49200225788421914,0.1729425907336967,0.36722947934906375,0.06787023666437512,0.07447990446201783,0.7780714840181645,1.6292146974450379,2.1348304225787182,0.643386599390329,2.2166589784282813,0.8901742579484766,1.4656864861385273,0.7856919902575766,1.0725428752380632,0.9699996933239956,1.0960645184718867,0.8908508714715727,0.5818188702078314,0.5220299914813253,0.43670875411289917,0.0916026740964885,0.36449652927942505,0.6867545993193541,0.4376299495476522,0.4800610559222913,0.23072163135605847,0.19078026445566532,0.19256159101942139,0.08747525538238889,0.13963671074658252,0.16417186638621653,0.041775123859679617,0.028200548768575757,0.03691127830338345,0.140906968848984,0.428160419328819,0.9202208381945386,2.1547649761006338,1.196749721715236,0.9067626683749644,0.07515792776865793,1.0195229757758424,0.4556444931739551,0.4153860046697505,0.6345384091491051,0.594442574569013,0.08547313329902113,0.7411982913319177,0.15132029929020377,0.42341405812769667,0.12153379414496282,0.38759841326601496,0.6699179879199101,0.051324089571714436,0.11528938802405245,0.36737848155115826,0.2122212867097925,0.2956870832616851,0.16028444667062336,0.348883196962294,0.08290306371247273,0.17242427129697122,0.11650757900414987,0.10138773585257439,0.020612539438259924,0.6015699914313826,1.3439438224367033,6.909054207228695,3.0698952942018063,5.566806530136238,5.955703144996712,2.6596156575278247,1.853946165221059,2.14231009104281,1.5248544152064063,0.5371961841177229,1.9692311690189235,0.6089879316351126,0.31817964822995753,0.7577340196628378,2.353179819774268,0.8620066387994548,1.0781649628547143,0.8585819352346477,1.3016363167016642,1.2205330569483588,0.48092273398423485,0.435494513653662,0.7682689156346794,0.3231450679352145,0.30571131509961513,0.22116996620099993,0.0994619604156149,0.14857138818116025,0.13810294933737835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,[object Object]
1579443629929,1.177481643538413,3.145743349566056,3.6057231997328354,2.111973119284232,4.299149070151158,2.3229373623916776,5.038819891396803,1.1212056033839066,2.166881273775918,1.4617168828118,1.9437863894266185,2.6181211872796837,1.257740304680077,0.9488878630754607,2.6740192288513045,2.797026170822915,1.660100499303593,1.8798230210398197,1.000368088014205,1.1255437673073827,0.3845211519572876,0.8005035380266923,0.11538945711170752,0.11924957889194282,0.6030088090443247,0.3709961012323252,0.17132211089521704,0.2387203658430137,0.06126302054681906,0.12000712842492862,0.20466858135155988,2.048801607521689,2.0740357431845187,1.3084907499973948,2.8303169129341454,0.15620225348144545,1.3209202917116278,0.9137785002315231,1.197642268378574,0.4598953739763441,0.5650501309253793,1.2461059901634715,0.35886526745249336,0.07989634650478528,0.7733051355647252,0.5907061033703477,0.7252661639161913,0.4207488913666871,0.21800933572571563,0.24819125047151816,0.33640884520085695,0.4047825037651167,0.28319418653368095,0.11426031845651899,0.0752131313456394,0.09354823735409995,0.18085801989706005,0.05671505689077489,0.0323789391281875,0.07230506534400569,0.6091404558894692,0.26032111856163004,2.0678539012398125,1.0995674486801197,1.7896688339540772,0.5967528437701656,1.259820523745199,0.14364002801019318,0.24618476861567298,0.5633210436859928,0.7364893897421493,0.8524432856707609,0.3765797131591672,0.8715042261884094,0.731618761967711,0.4559280753048946,0.7142661500327828,0.3764547618696704,0.30829662488433845,0.43416396320138084,0.1328173905534904,0.20528825884683446,0.20977840998790914,0.02327485629634517,0.1058792099798001,0.29952574024146583,0.048736898537772695,0.14828388729081776,0.04022626860809206,0.05067847152243566,1.7622976947593303,2.9121636132039503,4.486695327092592,1.7848737760591162,8.330515439282673,1.570688054370258,5.697339738626979,3.505898961436607,1.4608759733539571,0.6605660828528213,0.8988702924810831,0.7508695113141316,0.7110975834511312,0.5501148212384035,1.5286686595542809,1.6892587302585564,0.3163304601051874,1.5079374467705706,0.5228127258790757,1.2112802271555214,0.9137771069427487,0.6858534489176462,0.42893505072664123,0.6892458633862178,0.12197675011805224,0.27092210814190126,0.26362759753093795,0.2652048412342905,0.17834335374964563,0.06825099518205698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,[object Object]
1579443630681,0.42124037724094887,3.1787492305626643,3.454075870674047,3.4234236710603176,1.0166146708581605,2.5124976439339473,2.8623965750892424,2.207533176822461,0.851684939334277,1.097176569514135,1.3084083038594179,0.2202372407196666,2.9005273489854355,2.5828888802127445,2.994685877768645,1.5262346085720717,1.994494582119784,0.8730880062170808,0.36151154726422885,0.6005416240315801,0.546151043963779,0.6350814805999359,0.4667375638903234,0.6116294366580506,0.3872013529070073,0.7611687563276338,0.4784938834165233,0.4702213250005932,0.24197868701480474,0.10095497719089884,0.24982771758406086,2.236718694598474,2.4025503462084483,2.0217352859871647,1.7968011663609424,1.3141244100442444,0.598192308524338,1.5166438099566244,0.9214420145846612,0.6607046442538086,0.5306295992641086,1.0428955257424293,0.5953068768598788,0.28264316360487346,0.7416835498120242,0.5378124986488039,0.8857253562698185,0.26618110093328373,0.2984730850556685,0.2481289042358974,0.23195063475212963,0.237209157288413,0.3603833021576728,0.16394920656310746,0.21603206270586872,0.17503895827302565,0.25956807493618267,0.10421477410964333,0.0838819990793506,0.02578982168455537,1.34182590320693,1.378755524354866,0.812633001304438,1.6850514720379535,0.8480315912888097,2.4637731823861984,0.8632409263481775,0.8422491680412393,0.8377265693179526,0.1741664681620033,0.7850036025120642,1.13464808954907,0.29310505937475567,0.7431296557140925,1.0432630728104313,0.5434577672726172,0.8565434245110637,0.4133224191459116,0.4851101021337305,0.33772077592405697,0.37415961308926904,0.21650996918656082,0.40320989759446263,0.16395487815143392,0.22028394854213454,0.21984985547218128,0.061796224399224685,0.031892709118443906,0.09863061651670536,0.08763635767145313,0.5315656975421966,2.530709942705743,1.0299458457245423,4.763265462403653,4.529774263292041,3.761536263044426,5.235873696679982,1.9879019910583355,1.1397021283086806,1.6818581095355352,1.1303371534953468,0.7336839901945561,1.1151151255298626,1.7234307067985501,0.4230302794765648,1.1623983915467502,1.524174744207227,0.25338194789481466,1.6264796566806448,0.8212631556104262,0.4627866027213076,0.6770285902408402,0.3480923000909304,0.4257253573360819,0.5043666468083852,0.28775761166132796,0.296550996131491,0.4540577697753855,0.36018662929746437,0.21885020910823233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,[object Object]
1579443631529,0.6558940382526303,1.4489847904607485,2.9722896833252745,2.4969413451214915,2.0045123783761025,1.5417572362148715,4.565095818802603,6.106305585455806,2.804441005828679,2.7262234950302178,2.1969467495196673,2.739891634445994,3.0340627971454297,1.7547204348241303,1.7843681522134265,2.56093406880838,1.9680409759856408,2.265258095963759,2.431724258368329,1.4222169993734861,1.5344710391075713,1.35455944296067,1.4412794445499293,2.0441099929225937,1.241113223957652,1.3479807071900864,0.8197069959465629,1.3529508747808479,0.6215434728274302,0.873172725083274,0.559356166661976,2.5096893027194445,2.2417533982742652,1.429572037680102,0.9102249969323056,1.3845228869813666,1.3045908087881133,0.25863306560156024,0.51691661368928,0.4391334676648109,0.7299157067557097,0.7397460890846174,0.7599658686606472,0.7706300767956318,0.40659132231456624,0.9551348199019314,0.5888822770573355,0.5681726788920812,0.7445925136152832,0.851249145325376,0.6736249663442248,0.48469666219377744,0.4045586957252908,0.6307868060000802,0.4149702496545637,0.28399281525317926,0.14164707045904332,0.29927547052390513,0.23314321921941908,0.2132850128389486,2.3596784080522033,0.7981825371297332,2.1750714727735123,3.9359498634143537,2.1868718382570433,4.302134395566083,1.520137495067162,2.329380388148115,2.0001879049475737,1.7736382542858127,0.706459654411092,0.9737823969979279,1.2282103505239514,1.3452773679645358,0.9868047781124928,1.9299040762879003,1.1058745046122502,1.5527537996825795,1.2559127582917202,1.7519179274272005,1.3615909375657873,1.3888697748647245,1.104025138975392,1.33766938004704,1.108569740809593,0.8979851463064208,0.883551474908477,1.0593599147854447,0.9985552210261741,0.8635680261299566,0.29653196863098413,1.1753107526370183,0.9365185386255479,1.9943481937767746,1.4429324662426721,1.1541888260366222,5.317134202971363,4.95202069633471,1.5256931104890796,3.1069484966027074,2.648190750137309,3.161621036468401,2.9273372683495014,1.929501459557527,1.116505898749482,1.9155679095691172,0.95214141961198,1.7045261558673592,1.2678771669957642,2.1543878782702786,0.6415529259794844,0.8989197982833551,1.030188183738328,0.6735657834638867,0.5334149564285846,0.6368995288631071,0.6345485569400853,0.47540288606597686,0.04067460029633864,0.2884303185782367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,[object Object]
1579443632012,3.4146766223294684,10.946919059319422,19.112741980399083,20.800609758692286,16.835732609373306,15.98306016071277,14.434685567519521,9.680921789343035,6.818354917001323,4.755937806349872,1.8922395781791708,5.013346910517526,2.4023426962916536,1.6317892362274593,0.9830862346205972,1.553014328603336,1.9415430602812394,1.3444643749716336,1.0476252830676676,1.0935390611996676,0.09579665851942037,0.7419811718781507,0.8352671820114469,0.6320973798770282,0.1953794934653805,0.33083338552061614,0.2748678323097635,0.2666544210009718,0.42805765614843455,0.3039511155637303,2.855755220831461,7.646841841340353,10.808068609182826,11.917788076559091,7.428298083755867,3.8661839103967073,5.410304591791397,2.212527034900759,1.2421426423032642,1.3019611870085002,0.4180078910488964,0.627086000504194,1.445536905922637,1.6583708985705077,1.1318771534750165,1.0118360988796327,0.6040044706602743,0.5987015050626108,0.08863530792302315,0.2978618931991346,0.46201162603343887,0.41832195062565036,0.48871266184323064,0.5815221933309335,0.3178538835137627,0.1715134343633598,0.24731413499395774,0.1953873328124263,0.042339328352435694,0.19184532694004922,5.671588688259247,15.07067913606303,19.845050010651498,23.461794650190093,15.315386075234219,13.09977574039215,9.6212795233702,8.392710029491969,4.605083107603212,4.125015089201742,3.20737916930652,2.2276138050604533,1.6179785152127395,1.5280831235040695,2.162735694212565,0.7873612859767533,1.1164788627272195,1.4761284199636615,0.5217961943970285,0.688781330704082,0.5074119305591942,0.5387958304209244,0.2950243464520145,0.7721542201133363,0.4050714108935493,0.28538811672516895,0.2539913324184115,0.1963213091930769,0.3068998914613386,0.16955926425872114,2.5935286709680514,9.758590913792835,16.451088637768542,18.64209860418167,15.141971676480992,13.817139047848826,11.642874668621852,6.99477770200886,6.648658902746802,6.501658230306725,0.6621033167648044,4.079040935440462,1.608987130098881,0.6973595005690404,0.46821087464716477,1.178907288858312,0.17365172905936246,0.5568144581509971,2.124867914826811,1.9112860233907996,0.5557237399429407,0.6804004806512807,1.0366652792156907,0.2456880492813592,0.3137561696707491,0.5672187006730374,0.5231865316762221,0.3624735837425293,0.48027545586468195,0.3783829296196825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,[object Object]
1579443632344,3.558384286976105,19.054696596328352,14.742285587378397,24.641483748829568,12.082465240244318,20.554974110055852,12.273976582666826,12.569768135905056,7.566373204881218,4.436846283749755,1.9299128346810965,4.797647223323809,3.604268097943143,3.4968183015607113,4.186371915111895,3.326991520022756,2.197168874118906,2.042066826364678,1.7299876930565008,2.3377077967372313,1.1424067403498097,1.218865669469831,0.45611128555767094,0.6099735207616699,0.68191708597448,0.32647747811763095,0.19560468841537518,0.4221073804229023,0.17942716603756168,0.42304292788815767,2.0152451464688337,7.651872954810674,12.067706632936568,11.604698360415433,6.478483756252882,5.799420357308405,3.219077590645389,3.647896665631156,0.9126941889759146,1.6460994087314702,2.1085758148592646,0.390991192139111,1.9606941087539735,1.4572800861508308,1.1031248331299115,0.4241669760747658,0.8786910383840077,0.4290376135764045,0.36304115812805954,0.4668952056557144,0.7361603042336307,0.3939578053277789,0.33182921060725035,0.6201282223876594,0.5940152430897518,0.3952240784361589,0.17714181545016083,0.1132730228833111,0.026604182461741125,0.10232981711135342,1.8099543196277743,17.459929923403905,24.309764261759796,19.50068706927727,17.459032512270415,11.677619327056462,10.635424052896598,7.641708419322979,5.179498277455804,3.246732858990271,4.408226542167982,1.5488294714397428,1.6553657512396713,1.8929928297390264,1.70889243881851,0.7957888532474013,1.7074662141463248,0.9116608585039232,0.622972339003081,0.24775338537756114,0.7143087656989369,0.2604039892678303,0.05257353895559185,0.6735797107212151,0.317232938553785,0.08371210712803384,0.11658590656174489,0.14569507257516018,0.17287806429231614,0.1480355419481337,3.499135891429903,16.255109614441952,11.79094006879812,23.138453673213778,9.99432528229387,19.18141331801423,8.967189697160899,10.104217381539678,7.625269460538115,5.5615202859812,3.4155886164537432,5.251106210077571,4.399830593624088,3.433605369246953,2.7207984057420793,2.098274389250897,1.8422133362497326,2.310630103985449,0.4867388347798394,2.8523065237479264,0.8544045187950964,0.40225330888853794,0.41973820839405285,0.8715537710174447,0.8408124468005975,0.18787783501269512,0.09530513252012665,0.6207571206922772,0.32324516520085655,0.3385706181740568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,[object Object]
1579443632830,5.882018942894481,20.80440042609753,4.444757896687983,10.633356058385033,6.401613730591171,3.4294510560663927,9.27191435462296,6.807035463293695,2.0819155349932674,4.3932452287367285,1.1069347890984167,2.413616940748236,5.2053478086806155,4.670877879517279,2.9407925973637776,3.4567834295158493,3.3652099440369416,0.9715680203260979,2.5461361261907585,3.42973096263059,0.3011137115406129,1.6030643575719399,1.280654680426727,1.4933377117438205,1.0161958965269082,1.2326814196047509,1.0367580830594902,0.7928389332512888,0.8446374167091204,1.2033416318862538,4.454018056041993,5.443545180578661,6.342846414438277,5.491811868478522,2.7017917489637204,2.522476904704352,2.5623261708635066,0.8417803803559847,1.0183601637214532,2.6896487861411917,1.2501828691468568,0.36596121858656566,1.877756442059596,1.6503433797557683,1.2670994942046614,1.183212098032155,0.8096140643795737,0.5905547176698372,0.676443881899618,1.0550803262726638,0.39307250047927306,0.551945873021758,0.5097622364950031,0.82573758053521,0.41483549130752995,0.5095056665745508,0.24468732878689664,0.5833746899922558,0.3795283817886147,0.3131028335496019,9.425374223717455,17.31631726551033,11.274669383209503,6.130674654923031,4.611131589979997,3.0642522077361747,1.3090019260857608,1.7095095248006598,1.9589355462155038,0.5475428115374836,3.103908438881592,1.5462158221932838,0.6787545645304849,0.6680581772434155,0.7829153112451137,0.11730628127544257,1.3032359892255192,0.5864371450368221,0.7507866554148076,0.4394871308718834,0.9867241733221823,0.3731108690590853,0.7055676760554878,0.12188459336562997,0.32032950498194057,0.2386987671692224,0.39811005284433015,0.22531344655338947,0.34850846680698533,0.3147676864664161,4.236545610454165,17.745131471887092,5.359235003559347,11.277719793096828,7.08156480861043,5.122737676080255,9.14686813747925,7.555414216408585,0.32416143425406174,5.314137358451438,3.0757916042504383,2.2691457594835693,6.690465371063612,3.9586059929825272,1.375017251315237,3.2235288749994364,2.845231437658006,2.1284556526923804,1.6857986953411022,2.864669441304436,0.436606805978639,0.8801526484687596,1.0882267271830364,1.3309022122808916,0.45440920781736294,1.005001707219931,0.8262916121534823,0.6235361265543479,0.9264514783972573,0.8434148876172938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,[object Object]
1579443633237,5.6057340776328335,6.838832109573965,8.067324449841538,4.819186672688789,5.147036576940084,0.9243833228587083,2.3312149951767998,1.7019083312439989,1.5678674563503483,3.62627556884609,2.247146372209546,0.7064975879383255,0.9800142957217622,2.185011136787148,2.6314194945339997,0.5474761286863201,1.1183813560202558,1.4731181886757205,1.785382326614215,1.1509315694066287,0.9753611831703662,0.7503797059952805,1.1598405460560486,0.28548781998614386,0.46479065003365694,0.2915957091307703,0.43633376040501143,0.468957708055292,0.2773911528180465,0.20053941785030735,1.2294900325850033,1.1940021559573089,0.5445623473842449,1.6532593802830948,1.1427502610205964,0.7373211049382246,0.1745620699530067,0.4704723863708944,0.6308267885868233,0.2423450205050585,1.2864914734914545,0.23411520431482966,0.8175266724482829,0.5242798975650759,0.14978578474028573,0.109410446966756,0.23482561623746018,0.72181229970948,0.9466246519737087,0.571586376807105,0.2662364983854385,0.3815252781657247,0.224260432004041,0.5645514779918166,0.31421236404624603,0.20961709979416016,0.20308773321927118,0.408642388601548,0.10383905698556316,0.07976055272485934,1.5050456688585352,3.252249926751308,1.0942500397031714,0.7692626814030381,1.678259099497506,0.6258435968128613,0.5943759855708107,1.3499925209084684,0.7185753280645764,0.40194616523571947,1.1808547973406476,0.09040688646898443,0.48103241440266464,0.6342161730732649,0.6471899482907932,0.33451762607824737,0.6077468432738828,0.6080038144622973,0.5936153063336593,0.37885183604375045,0.5539466518925907,0.5120931738057438,0.25462631715948497,0.3430968769771621,0.014579136798559282,0.10259062094551138,0.17041969274165703,0.17109794651254254,0.04937425353503247,0.0682448442186607,5.829596454997737,6.322037846282407,7.023369614283627,4.0227842882171485,4.125338970779595,2.8255716215060436,3.1123133955880284,1.9413698122528777,3.024798640382754,2.9425631580124736,2.3379364871746646,0.8908505703936161,2.0912821336385488,1.6209700362449002,0.4821397123272649,0.9284729249662951,0.3700749947325025,1.531346218223557,1.1325729230923058,1.390134785530418,1.120539306020158,1.0196308048015337,0.24596052472344176,0.5674572855023486,0.18357133948989018,0.18942949391087463,0.47730811940301743,0.5001345535115067,0.23591632209017752,0.13911999601364097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,[object Object]
1579443633578,3.9229191162229027,5.961947412170663,5.42525879952556,11.858835931630951,11.910406468639943,15.589547069473625,12.99835093644526,6.093374880573763,5.979690844478257,3.7059523596801767,4.248630730803595,4.04546959117969,3.614630979542052,1.8295519490269077,2.547879800059454,1.63479331730984,1.123253206544663,1.8337716144266534,1.1829436954506776,0.31946717031087674,1.560019030466157,1.0709817965395483,1.464066357509882,0.33776926578340993,0.9050174060201066,0.609307839266396,0.31945355704947614,0.5744683941371919,0.633034222772869,0.7321079886313815,4.4538514673417495,5.092918403875839,7.9097673284961525,12.041976447794184,9.903649548896349,9.45989528473611,7.585837140913181,4.95457284765308,2.9724173218660526,1.965856679636884,2.392506272686411,2.2512693370275536,0.7125636387619295,0.6101414324273463,1.2354081613231063,1.2536680897356536,1.054865827486616,1.4070732924489717,0.7410861984575302,1.0746745619181106,1.329794778965443,0.44977237878594795,0.4273379825356218,0.4591970639076514,0.5493174597233602,0.587865324509392,0.22883116305798465,0.15362590883683902,0.45328331168471503,0.37051676454504184,4.243764677969745,4.120633541387319,7.391377679768385,8.071467945354264,6.794602084266549,7.508540946778245,5.349751435505169,3.1715161925036077,1.7022724839013337,0.9709291576917943,1.3241470113965466,0.5762099112325734,0.1298371680936837,0.5462876990329636,1.4377234896039828,0.4953053084469603,0.8800902526906661,0.6602809113695008,0.1319002249652062,0.5734492567399859,0.7247576387571466,0.36797554834907786,0.43654540426634025,0.12963990995957278,0.3950179784075375,0.28812435689304927,0.10839202939474003,0.09860016497912635,0.24701289200023868,0.2146080201519874,5.248714801421252,6.163817014019011,9.895837083232143,16.59509100108324,16.4568817586783,17.03172589856646,14.1966436217336,7.127783249003988,8.372609036930525,4.306463334589113,5.365705578681314,6.029125000364598,2.820917685957311,1.6015865940719545,2.156016063181229,1.7738019925525672,1.7861899243559185,2.1787666812713438,1.4384087520487852,2.062426462703973,2.455766891011048,1.4456754716462479,1.4318773645339895,0.3822231221055011,0.938386838715716,1.1848102065395498,0.18079735656658272,0.5810352439803875,0.8546982937166544,0.8165935922144038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,[object Object]
1579443633784,0.9935154970779064,9.179304947522631,12.078442279781756,17.029478579164795,9.447723288231094,12.308856596767653,11.589312193472521,6.3862982794996865,6.89468211820383,2.734753944952734,3.6796062556892495,3.57481284337263,1.5512218350262932,2.775450246478733,2.1145939248034287,1.4244194747797443,1.1783429129003093,2.4749900711488704,1.2599339480414462,0.9752363688273334,1.189460099870949,0.13606486864888417,1.4229648449903827,0.38663125503257934,0.36834453248705923,0.3590775145675151,0.4560482848410817,0.03770331579991609,0.39026694859108435,0.40270066687860123,2.804792871330652,10.388482540954763,14.586485554401458,12.09942522559197,9.410592484661905,9.081262989345944,5.954199164297592,4.444413025552988,4.164678822370549,2.294912275830074,1.5212807619961983,2.488301430867972,1.216246026065021,1.4197371016544693,0.9341465711588787,0.6532567595598405,1.3367609710928605,1.114057424043117,1.188428643151132,1.0951661499344063,0.7420555919629215,0.4384065177503429,0.5307836932298683,0.33150290035374314,0.16384475616344812,0.32876809900408854,0.14380029929379123,0.1491158183449492,0.1555919169188105,0.27452012706893786,1.698201973709027,8.978011468951074,13.010946671147448,9.168990685318967,6.0623175086033445,7.2052360735357,4.417692871074253,2.729408084795434,2.78769089805539,0.6175372319266259,0.4120060670432686,1.5248506629647187,1.2189442918766975,1.452149549154892,0.5909251909231326,0.9805220765266637,1.1743132529918976,0.3768025107480655,0.37979526432024907,0.7964859797036954,0.4030439363856565,0.24691683365349715,0.4081222040309007,0.18443795626134382,0.36385189726070044,0.18397220110909923,0.08531218897468795,0.1647999531401771,0.06878028747738785,0.08927262590504469,2.293427017247864,11.323069655104204,16.415235683746086,22.061968580410486,14.386185507809284,13.745673672872972,11.666429963581168,8.910295870088026,8.359333873327826,4.198553386659423,4.233264596491602,6.214079113311221,1.8443972435333436,1.6128777438551325,2.1913168226985644,1.348782204017241,1.4791908337790465,2.040191768773284,2.1384952825956516,2.3752128381181317,0.6525344892886189,1.3297815597655396,1.7468724584453186,0.3469193222374989,0.8442487368167004,0.34765730941611395,0.2735336059167289,0.4865096535589224,0.4727375014441369,0.36199720741049246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,[object Object]
